Variable,Value
"Auxiliar Clerck, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Family and Minors",-0.0
"Auxiliar Clerck, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Labor",-0.0
"Auxiliar Clerck, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Local Civil",-0.0
"Auxiliar Clerck, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Local Criminal",-0.0
"Auxiliar Clerck, Court_Viana do Castelo, Municipality_Vila Nova de Cerveira, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Alijo, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Chaves, Bench_Execution",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Chaves, Bench_Local Civil",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Chaves, Bench_Local Criminal",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Montalegre, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Peso da Regua, Bench_Local Civil",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Peso da Regua, Bench_Local Criminal",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Valpacos, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Pouca de Aguiar, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Real, Bench_Central Civil",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Real, Bench_Central Criminal",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Real, Bench_Commerce",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Real, Bench_Family and Minors",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Real, Bench_Labor",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Real, Bench_Local Civil",-0.0
"Auxiliar Clerck, Court_Vila Real, Municipality_Vila Real, Bench_Local Criminal",34.0
"Auxiliar Clerck, Court_Viseu, Municipality_Castro Daire, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Cinfaes, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Lamego, Bench_Family and Minors",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Lamego, Bench_Labor",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Lamego, Bench_Local Civil",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Lamego, Bench_Local Criminal",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Mangualde, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Moimenta da Beira, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Nelas, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Oliveira de Frades, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Santa Comba Dao, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Sao Pedro do Sul, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Satao, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Tondela, Bench_Generic",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Central Civil",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Central Criminal",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Commerce",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Criminal Instruction",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Execution",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Family and Minors",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Labor",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Local Civil",-0.0
"Auxiliar Clerck, Court_Viseu, Municipality_Viseu, Bench_Local Criminal",57.0
"Administrative/Technical People, Court_Acores, Municipality_Angra do Heroismo, Bench_Central Civil and Criminal",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Angra do Heroismo, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Angra do Heroismo, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Horta, Bench_Generic",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ponta Delgada, Bench_Central Civil and Criminal",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ponta Delgada, Bench_Criminal Instruction",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ponta Delgada, Bench_Family and Minors",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ponta Delgada, Bench_Labor",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ponta Delgada, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ponta Delgada, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ribeira Grande, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Ribeira Grande, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Santa Cruz  Graciosa (R.A.A), Bench_Generic",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Santa Cruz das Flores, Bench_Generic",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Sao Roque do Pico, Bench_Generic",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Velas (R.A.A.), Bench_Generic",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Vila Franca do Campo, Bench_Generic",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Vila Praia da Vitoria, Bench_Family/Minors and Labor",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Vila Praia da Vitoria, Bench_Generic",-0.0
"Administrative/Technical People, Court_Acores, Municipality_Vila do Porto, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Agueda, Bench_Execution",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Agueda, Bench_Labor",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Agueda, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Agueda, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Albergaria-a-Velha, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Anadia, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Arouca, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Central Civil",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Central Criminal",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Commerce",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Criminal Instruction",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Family and Minors",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Labor",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Aveiro, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Castelo de Paiva, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Espinho, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Estarreja, Bench_Family and Minors",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Estarreja, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Ilhavo, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Mealhada, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Commerce",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Execution",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Labor",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Oliveira do Bairro, Bench_Family and Minors",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Oliveira do Bairro, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Ovar, Bench_Execution",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Ovar, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Ovar, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Central Civil",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Central Criminal",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Criminal Instruction",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Family and Minors",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Labor",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Local Civil",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Local Criminal",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Sao Joao da Madeira, Bench_Family and Minors",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Sao Joao da Madeira, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Vagos, Bench_Generic",-0.0
"Administrative/Technical People, Court_Aveiro, Municipality_Vale de Cambra, Bench_Generic",-0.0
"Administrative/Technical People, Court_Beja, Municipality_Almodovar, Bench_Generic",0.0
"Administrative/Technical People, Court_Beja, Municipality_Beja, Bench_Central Civil and Criminal",0.0
"Administrative/Technical People, Court_Beja, Municipality_Beja, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Beja, Municipality_Beja, Bench_Labor",0.0
"Administrative/Technical People, Court_Beja, Municipality_Beja, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Beja, Municipality_Beja, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Beja, Municipality_Cuba, Bench_Generic",0.0
"Administrative/Technical People, Court_Beja, Municipality_Ferreira do Alentejo, Bench_Generic",0.0
"Administrative/Technical People, Court_Beja, Municipality_Moura, Bench_Generic",0.0
"Administrative/Technical People, Court_Beja, Municipality_Odemira, Bench_Generic",0.0
"Administrative/Technical People, Court_Beja, Municipality_Ourique, Bench_Generic",0.0
"Administrative/Technical People, Court_Beja, Municipality_Serpa, Bench_Generic",0.0
"Administrative/Technical People, Court_Braga, Municipality_Amares, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Amares, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Barcelos, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Braga, Municipality_Barcelos, Bench_Labor",0.0
"Administrative/Technical People, Court_Braga, Municipality_Barcelos, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Barcelos, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Braga, Bench_Central Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Braga, Bench_Central Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Braga, Bench_Criminal Instruction",0.0
"Administrative/Technical People, Court_Braga, Municipality_Braga, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Braga, Municipality_Braga, Bench_Labor",0.0
"Administrative/Technical People, Court_Braga, Municipality_Braga, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Braga, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Cabeceiras de Basto, Bench_Generic",0.0
"Administrative/Technical People, Court_Braga, Municipality_Celorico de Basto, Bench_Generic",0.0
"Administrative/Technical People, Court_Braga, Municipality_Esposende, Bench_Generic",0.0
"Administrative/Technical People, Court_Braga, Municipality_Fafe, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Braga, Municipality_Fafe, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Fafe, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Central Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Central Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Commerce",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Criminal Instruction",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Execution",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Labor",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Guimaraes, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Povoa de Lanhoso, Bench_Generic",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vieira do Minho, Bench_Generic",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Nova de Famalicao, Bench_Commerce",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Nova de Famalicao, Bench_Execution",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Nova de Famalicao, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Nova de Famalicao, Bench_Labor",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Nova de Famalicao, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Nova de Famalicao, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Verde, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braga, Municipality_Vila Verde, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Braganca, Bench_Central Civil and Criminal",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Braganca, Bench_Labor",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Braganca, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Braganca, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Macedo de Cavaleiros, Bench_Generic",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Miranda do Douro, Bench_Generic",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Mirandela, Bench_Generic",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Mogadouro, Bench_Generic",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Torre de Moncorvo, Bench_Generic",0.0
"Administrative/Technical People, Court_Braganca, Municipality_Vila Flor, Bench_Generic",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Castelo Branco, Bench_Central Civil",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Castelo Branco, Bench_Central Criminal",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Castelo Branco, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Castelo Branco, Bench_Labor",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Castelo Branco, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Castelo Branco, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Covilha, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Covilha, Bench_Labor",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Covilha, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Covilha, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Fundao, Bench_Commerce",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Fundao, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Fundao, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Idanha-a-Nova, Bench_Generic",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Oleiros, Bench_Generic",0.0
"Administrative/Technical People, Court_Castelo Branco, Municipality_Serta, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Arganil, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Cantanhede, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Cantanhede, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Central Civil",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Central Criminal",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Commerce",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Criminal Instruction",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Labor",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Coimbra, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Condeixa-a-Nova, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Labor",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Lousa, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Montemor-o-Velho, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Oliveira do Hospital, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Penacova, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Soure, Bench_Execution",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Soure, Bench_Generic",0.0
"Administrative/Technical People, Court_Coimbra, Municipality_Tabua, Bench_Generic",0.0
"Administrative/Technical People, Court_Evora, Municipality_Estremoz, Bench_Generic",0.0
"Administrative/Technical People, Court_Evora, Municipality_Evora, Bench_Central Civil and Criminal",0.0
"Administrative/Technical People, Court_Evora, Municipality_Evora, Bench_Criminal Instruction",0.0
"Administrative/Technical People, Court_Evora, Municipality_Evora, Bench_Family and Minors",0.0
"Administrative/Technical People, Court_Evora, Municipality_Evora, Bench_Labor",0.0
"Administrative/Technical People, Court_Evora, Municipality_Evora, Bench_Local Civil",0.0
"Administrative/Technical People, Court_Evora, Municipality_Evora, Bench_Local Criminal",0.0
"Administrative/Technical People, Court_Evora, Municipality_Montemor-o-Novo, Bench_Execution",0.0
"Administrative/Technical People, Court_Evora, Municipality_Montemor-o-Novo, Bench_Generic",0.0
"Administrative/Technical People, Court_Evora, Municipality_Redondo, Bench_Generic",0.0
"Administrative/Technical People, Court_Evora, Municipality_Reguengos de Monsaraz, Bench_Generic",0.0
"Administrative/Technical People, Court_Evora, Municipality_Vila Vicosa, Bench_Generic",0.0
